x,y,strength_percentage,strength,dexterity,constitution,intelligence,wisdom,charisma,score,hitpoints,max_hitpoints,depth,gold,energy,max_energy,armor_class,monster_level,experience_level,experience_points,time,hunger_state,carrying_capacity,dungeon_number,level_number,rewards
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,168.0,1.0,0.0,0.0,1.0,0.0
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,168.0,1.0,0.0,0.0,1.0,-0.01
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,168.0,1.0,0.0,0.0,1.0,-0.01
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,168.0,1.0,0.0,0.0,1.0,-0.01
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,168.0,1.0,0.0,0.0,1.0,-0.01
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,168.0,1.0,0.0,0.0,1.0,-0.01
64.0,10.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,168.0,1.0,0.0,0.0,1.0,-0.01
64.0,10.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,169.0,1.0,0.0,0.0,1.0,0.0
64.0,11.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,170.0,1.0,0.0,0.0,1.0,0.0
64.0,11.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,170.0,1.0,0.0,0.0,1.0,-0.01
64.0,10.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,171.0,1.0,0.0,0.0,1.0,0.0
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,172.0,1.0,0.0,0.0,1.0,0.0
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,172.0,1.0,0.0,0.0,1.0,-0.01
64.0,10.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,173.0,1.0,0.0,0.0,1.0,0.0
64.0,10.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,173.0,1.0,0.0,0.0,1.0,-0.01
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,174.0,1.0,0.0,0.0,1.0,0.0
63.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,174.0,1.0,0.0,0.0,1.0,-0.01
63.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,174.0,1.0,0.0,0.0,1.0,-0.01
63.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,174.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,0.0
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,175.0,1.0,0.0,0.0,1.0,-0.01
63.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,176.0,1.0,0.0,0.0,1.0,0.0
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,177.0,1.0,0.0,0.0,1.0,0.0
63.0,7.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,178.0,1.0,0.0,0.0,1.0,0.0
63.0,6.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,179.0,1.0,0.0,0.0,1.0,0.0
63.0,6.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,179.0,1.0,0.0,0.0,1.0,-0.01
63.0,7.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,180.0,1.0,0.0,0.0,1.0,0.0
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,180.0,1.0,0.0,0.0,1.0,-0.01
63.0,8.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,180.0,1.0,0.0,0.0,1.0,-0.01
63.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,181.0,1.0,0.0,0.0,1.0,0.0
63.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,181.0,1.0,0.0,0.0,1.0,-0.01
63.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,181.0,1.0,0.0,0.0,1.0,-0.01
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,182.0,1.0,0.0,0.0,1.0,0.0
63.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,183.0,1.0,0.0,0.0,1.0,0.0
64.0,9.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,184.0,1.0,0.0,0.0,1.0,0.0
64.0,10.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,184.0,1.0,0.0,0.0,1.0,-0.01
64.0,10.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,184.0,1.0,0.0,0.0,1.0,-0.01
64.0,11.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,185.0,1.0,0.0,0.0,1.0,0.0
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,186.0,1.0,0.0,0.0,1.0,0.0
64.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,186.0,1.0,0.0,0.0,1.0,-0.01
64.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,186.0,1.0,0.0,0.0,1.0,-0.01
64.0,14.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,187.0,1.0,0.0,0.0,1.0,0.0
64.0,14.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,187.0,1.0,0.0,0.0,1.0,-0.01
64.0,14.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,187.0,1.0,0.0,0.0,1.0,-0.01
64.0,14.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,187.0,1.0,0.0,0.0,1.0,-0.01
64.0,14.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,187.0,1.0,0.0,0.0,1.0,-0.01
64.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,188.0,1.0,0.0,0.0,1.0,0.0
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,188.0,1.0,0.0,0.0,1.0,-0.01
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,188.0,1.0,0.0,0.0,1.0,-0.01
64.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,189.0,1.0,0.0,0.0,1.0,0.0
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,190.0,1.0,0.0,0.0,1.0,0.0
64.0,11.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,191.0,1.0,0.0,0.0,1.0,0.0
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,192.0,1.0,0.0,0.0,1.0,0.0
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,192.0,1.0,0.0,0.0,1.0,-0.01
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,192.0,1.0,0.0,0.0,1.0,-0.01
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,192.0,1.0,0.0,0.0,1.0,-0.01
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,192.0,1.0,0.0,0.0,1.0,-0.01
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,192.0,1.0,0.0,0.0,1.0,-0.01
64.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,192.0,1.0,0.0,0.0,1.0,-0.01
64.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,193.0,1.0,0.0,0.0,1.0,0.0
64.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,193.0,1.0,0.0,0.0,1.0,-0.01
64.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,193.0,1.0,0.0,0.0,1.0,-0.01
64.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,193.0,1.0,0.0,0.0,1.0,-0.01
64.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,193.0,1.0,0.0,0.0,1.0,-0.01
64.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,193.0,1.0,0.0,0.0,1.0,-0.01
64.0,14.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,194.0,1.0,0.0,0.0,1.0,0.0
64.0,14.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,194.0,1.0,0.0,0.0,1.0,-0.01
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,194.0,1.0,0.0,0.0,1.0,-0.01
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,194.0,1.0,0.0,0.0,1.0,-0.01
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,194.0,1.0,0.0,0.0,1.0,-0.01
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,195.0,1.0,0.0,0.0,1.0,0.0
63.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,196.0,1.0,0.0,0.0,1.0,0.0
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,197.0,1.0,0.0,0.0,1.0,0.0
63.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,198.0,1.0,0.0,0.0,1.0,0.0
63.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,198.0,1.0,0.0,0.0,1.0,-0.01
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,199.0,1.0,0.0,0.0,1.0,0.0
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,199.0,1.0,0.0,0.0,1.0,-0.01
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,199.0,1.0,0.0,0.0,1.0,-0.01
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,199.0,1.0,0.0,0.0,1.0,-0.01
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,200.0,1.0,0.0,0.0,1.0,0.0
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,200.0,1.0,0.0,0.0,1.0,-0.01
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,200.0,1.0,0.0,0.0,1.0,-0.01
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,200.0,1.0,0.0,0.0,1.0,-0.01
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,200.0,1.0,0.0,0.0,1.0,-0.01
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,201.0,1.0,0.0,0.0,1.0,0.0
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,201.0,1.0,0.0,0.0,1.0,-0.01
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,201.0,1.0,0.0,0.0,1.0,-0.01
64.0,14.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,202.0,1.0,0.0,0.0,1.0,0.0
64.0,14.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,202.0,1.0,0.0,0.0,1.0,-0.01
64.0,14.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,202.0,1.0,0.0,0.0,1.0,-0.01
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,202.0,1.0,0.0,0.0,1.0,-0.01
64.0,15.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,202.0,1.0,0.0,0.0,1.0,-0.01
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,203.0,1.0,0.0,0.0,1.0,0.0
63.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,204.0,1.0,0.0,0.0,1.0,0.0
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,205.0,1.0,0.0,0.0,1.0,0.0
63.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,205.0,1.0,0.0,0.0,1.0,-0.01
63.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,205.0,1.0,0.0,0.0,1.0,-0.01
63.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,205.0,1.0,0.0,0.0,1.0,-0.01
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,206.0,1.0,0.0,0.0,1.0,0.0
63.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,207.0,1.0,0.0,0.0,1.0,0.0
64.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,208.0,1.0,0.0,0.0,1.0,0.0
63.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,209.0,1.0,0.0,0.0,1.0,0.0
63.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,209.0,1.0,0.0,0.0,1.0,-0.01
62.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,209.0,1.0,0.0,0.0,1.0,-0.01
62.0,17.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,210.0,1.0,0.0,0.0,1.0,0.0
62.0,18.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,211.0,1.0,0.0,0.0,1.0,0.0
62.0,18.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,211.0,1.0,0.0,0.0,1.0,-0.01
62.0,18.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,211.0,1.0,0.0,0.0,1.0,-0.01
62.0,18.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,211.0,1.0,0.0,0.0,1.0,-0.01
62.0,17.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,212.0,1.0,0.0,0.0,1.0,0.0
62.0,18.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,212.0,1.0,0.0,0.0,1.0,-0.01
62.0,17.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,213.0,1.0,0.0,0.0,1.0,0.0
61.0,17.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,214.0,1.0,0.0,0.0,1.0,0.0
60.0,17.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,215.0,1.0,0.0,0.0,1.0,0.0
60.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,215.0,1.0,0.0,0.0,1.0,-0.01
61.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,216.0,1.0,0.0,0.0,1.0,0.0
61.0,17.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,217.0,1.0,0.0,0.0,1.0,0.0
61.0,18.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,218.0,1.0,0.0,0.0,1.0,0.0
62.0,18.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,218.0,1.0,0.0,0.0,1.0,-0.01
62.0,17.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,219.0,1.0,0.0,0.0,1.0,0.0
61.0,17.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,220.0,1.0,0.0,0.0,1.0,0.0
61.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,221.0,1.0,0.0,0.0,1.0,0.0
60.0,16.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,16.0,14.0,14.0,1.0,0.0,5.0,5.0,4.0,0.0,1.0,4.0,222.0,1.0,0.0,0.0,1.0,0.0
